key:string,reviewers
journals/jmlr/HazanK11a,Tianbao Yang
journals/jmlr/HazanK11a,Shuheng Zhou
journals/jmlr/HazanK11a,Xin Tong
journals/jmlr/GargK11,Christopher Hart
journals/jmlr/GargK11,Lawrence Cayton
journals/jmlr/GargK11,Gersende Fort
journals/jmlr/Aiolli12,Xavier Muller
journals/jmlr/Aiolli12,David Warde-Farley
journals/jmlr/Aiolli12,Morteza Haghir Chehreghani
journals/jmlr/PlisMLC11,Cameron E. Freer
journals/jmlr/PlisMLC11,Jennifer Neville
journals/jmlr/PlisMLC11,Eunho Yang
journals/jmlr/TurnerDR10,Kai Puolamäki
journals/jmlr/TurnerDR10,Boaz Nadler
journals/jmlr/TurnerDR10,Guangcan Liu
journals/jmlr/OrtizSK07,Ohad Shamir
journals/jmlr/OrtizSK07,Emilie Kaufmann
journals/jmlr/OrtizSK07,Michael Habeck
journals/jmlr/Lever10,Tony Jebara
journals/jmlr/Lever10,Nicolas Le Roux
journals/jmlr/Lever10,Marius Kloft
journals/jmlr/JayasriraniBTE12,Dominik Seuß
journals/jmlr/JayasriraniBTE12,Stefan Lautenbacher
journals/jmlr/JayasriraniBTE12,Alexander Clark
journals/jmlr/JenattonOB10,Tom Heskes
journals/jmlr/JenattonOB10,Roi Livni
journals/jmlr/JenattonOB10,Zakria Hussain
journals/jmlr/Shin12,Catherine A. McCarty
journals/jmlr/Shin12,Ajit P. Singh
journals/jmlr/Shin12,Peter Orbanz
journals/jmlr/ClarkY12,Marc Sebban
journals/jmlr/ClarkY12,Nelly Barbot
journals/jmlr/ClarkY12,Hasan Ibne Akram
journals/jmlr/FarahatGK11,Hei Chan
journals/jmlr/FarahatGK11,Jaakko Luttinen
journals/jmlr/FarahatGK11,François Laviolette
journals/jmlr/AminKS11,Eugene Kogan
journals/jmlr/AminKS11,Homin K. Lee
journals/jmlr/AminKS11,Peter Grünwald
journals/jmlr/LeeN07,Charles Sutton
journals/jmlr/LeeN07,Florence Forbes
journals/jmlr/LeeN07,Jun Wang 0017
journals/jmlr/KarK12,Botond Cseke
journals/jmlr/KarK12,Richard S. Zemel
journals/jmlr/KarK12,Mário A. T. Figueiredo
journals/jmlr/LiuLW07,Thierry Artières
journals/jmlr/LiuLW07,Susan A. Murphy
journals/jmlr/LiuLW07,Lawrence Cayton
journals/jmlr/ShivaswamyJ07,Edwin V. Bonilla
journals/jmlr/ShivaswamyJ07,Drew Bagnell
journals/jmlr/ShivaswamyJ07,Alexander L. Strehl
journals/jmlr/CookSMH07,Huan Xu
journals/jmlr/CookSMH07,Yuanqing Lin
journals/jmlr/CookSMH07,Eric P. Xing
journals/jmlr/TranDGM12,Mohammad NasrEsfahani
journals/jmlr/TranDGM12,Karim T. Abou-Moustafa
journals/jmlr/TranDGM12,Blaine Nelson
journals/jmlr/HondaT12,Bertrand Haas
journals/jmlr/HondaT12,David J. Weiss
journals/jmlr/HondaT12,Tuo Zhao
journals/jmlr/SnoekAL12,Honglak Lee
journals/jmlr/SnoekAL12,Ricky Der
journals/jmlr/SnoekAL12,Jonas Buchli
journals/jmlr/DinuzzoF11,Raphaël Féraud
journals/jmlr/DinuzzoF11,Sunho Park
journals/jmlr/DinuzzoF11,Tarek Abudawood
journals/jmlr/McMahan11a,Shuang-Hong Yang
journals/jmlr/McMahan11a,S. V. N. Vishwanathan
journals/jmlr/McMahan11a,Paul A. Viola
journals/jmlr/ReV10,Lan Umek
journals/jmlr/ReV10,Malik Sajjad Ahmed Nadeem
journals/jmlr/ReV10,Saso Dzeroski
journals/jmlr/GuyonSA11,Florin Popescu
journals/jmlr/GuyonSA11,Pedro A. Valdés-Sosa
journals/jmlr/GuyonSA11,Alard Roebroeck
journals/jmlr/DesjardinsCBVD10,Amit Gruber
journals/jmlr/DesjardinsCBVD10,Jason Weston
journals/jmlr/DesjardinsCBVD10,Mark Schmidt 0001
journals/jmlr/ThiessonK12,Elizabeth S. Burnside
journals/jmlr/ThiessonK12,Silvia Pandolfi
journals/jmlr/ThiessonK12,S. Sathiya Keerthi
journals/jmlr/XuL12,Francis R. Bach
journals/jmlr/XuL12,Alexander Grubb
journals/jmlr/XuL12,André Filipe Torres Martins
journals/jmlr/MaillardM11,Satoshi Morinaga
journals/jmlr/MaillardM11,Guillaume Desjardins
journals/jmlr/MaillardM11,Carlos Guestrin
journals/jmlr/TomiokaM12,Olivier Buffet
journals/jmlr/TomiokaM12,Peter Spirtes
journals/jmlr/TomiokaM12,Yang Xu 0023
journals/jmlr/SalujaSM12,Jochen Trumpf
journals/jmlr/SalujaSM12,Philipp Hennig
journals/jmlr/SalujaSM12,Noah A. Smith
journals/jmlr/TehGG07,Edward Y. Chang
journals/jmlr/TehGG07,Choon Hui Teo
journals/jmlr/TehGG07,Rémi Munos
journals/jmlr/LiT11,Venkatesh Saligrama
journals/jmlr/LiT11,Eibe Frank
journals/jmlr/LiT11,Aapo Hyvärinen
journals/jmlr/RosascoSMVV10,Andreas Krause 0001
journals/jmlr/RosascoSMVV10,Petri Kontkanen
journals/jmlr/RosascoSMVV10,Zhenhui Li
journals/jmlr/HoffmanFDP09,Fernando Pereira 0003
journals/jmlr/HoffmanFDP09,Rob Fergus
journals/jmlr/HoffmanFDP09,Stephen J. Roberts
journals/jmlr/Cerno12,Marc Sebban
journals/jmlr/Cerno12,Akihiro Yamamoto
journals/jmlr/Cerno12,Jeffrey Heinz
journals/jmlr/Yang07,Jieping Ye
journals/jmlr/Yang07,Ankur P. Parikh
journals/jmlr/Yang07,Katsuhiko Ishiguro
journals/jmlr/PaprotnyG12,Yang Zhang
journals/jmlr/PaprotnyG12,Andrew McGregor 0001
journals/jmlr/PaprotnyG12,Syama Sundar Rangapuram
journals/jmlr/ChangB09,Haesun Park
journals/jmlr/ChangB09,Abdeslam Boularias
journals/jmlr/ChangB09,Meihong Wang
journals/jmlr/Sunehag07,Andrew McGregor 0001
journals/jmlr/Sunehag07,Odalric-Ambrym Maillard
journals/jmlr/Sunehag07,Romain Thibaux
journals/jmlr/BifetFHP10,Janardhan Rao Doppa
journals/jmlr/BifetFHP10,Jun Morimoto
journals/jmlr/BifetFHP10,Ryota Izumi
journals/jmlr/GruberWR07,Bilge Günsel
journals/jmlr/GruberWR07,Matt Taddy
journals/jmlr/GruberWR07,Frederick H. Lochovsky
journals/jmlr/Maaten11,Manuel Davy
journals/jmlr/Maaten11,Leonidas J. Guibas
journals/jmlr/Maaten11,Syama Sundar Rangapuram
journals/jmlr/HoTL11,Vincent Lemaire 0001
journals/jmlr/HoTL11,Zsolt Minier
journals/jmlr/HoTL11,Liang Lan
journals/jmlr/NohZL10,Edoardo M. Airoldi
journals/jmlr/NohZL10,Hyekyoung Lee
journals/jmlr/NohZL10,Kevin Small
journals/jmlr/Vovk12,Eibe Frank
journals/jmlr/Vovk12,Dinh Q. Phung
journals/jmlr/Vovk12,Rémi Munos
journals/jmlr/DhillonKBCS12,Daniel D. Lee
journals/jmlr/DhillonKBCS12,Olivier Cappé
journals/jmlr/DhillonKBCS12,Gautam Dasarathy
journals/jmlr/RechtR12,Peter L. Bartlett
journals/jmlr/RechtR12,Yuyang Wang
journals/jmlr/RechtR12,Rémi Munos
journals/jmlr/ZhangDWJ10,Andrea Vattani
journals/jmlr/ZhangDWJ10,Alexander J. Smola
journals/jmlr/ZhangDWJ10,Ryan D. Turner
journals/jmlr/LiTKZ09,Peter V. Gehler
journals/jmlr/LiTKZ09,John Shawe-Taylor
journals/jmlr/LiTKZ09,Marion Neumann
journals/jmlr/SuttonJ10,Krishnakumar Balasubramanian
journals/jmlr/SuttonJ10,Christian Barillot
journals/jmlr/SuttonJ10,Marc Henniges
journals/jmlr/Romera-ParedesABP12,Noah A. Smith
journals/jmlr/Romera-ParedesABP12,Hyokun Yun
journals/jmlr/Romera-ParedesABP12,Steffen Grünewälder
journals/jmlr/RoebroeckSV11,Doris Entner
journals/jmlr/RoebroeckSV11,Karim Chalak
journals/jmlr/RoebroeckSV11,Isabelle Guyon
journals/jmlr/RamonC12,Michael Kallweit
journals/jmlr/RamonC12,Gábor Lugosi
journals/jmlr/RamonC12,Lisa Hellerstein
journals/jmlr/HongG11,Emilie Kaufmann
journals/jmlr/HongG11,Daniel Povey
journals/jmlr/HongG11,Alberto Giovanni Busetto
journals/jmlr/VuG10,Yvan Saeys
journals/jmlr/VuG10,Boleslaw K. Szymanski
journals/jmlr/VuG10,Timothy A. Gonsalves
journals/jmlr/KramerSB09,Mauricio A. Álvarez
journals/jmlr/KramerSB09,Hamed Valizadegan
journals/jmlr/KramerSB09,Guy Lebanon
journals/jmlr/SuzukiS10,Suresh Venkatasubramanian
journals/jmlr/SuzukiS10,Jason Eisner
journals/jmlr/SuzukiS10,Héctor Corrada Bravo
journals/jmlr/BusettoB09,Andrew B. Goldberg
journals/jmlr/BusettoB09,Tom Diethe
journals/jmlr/BusettoB09,Eunho Yang
journals/jmlr/Slivkins11,Tianbao Yang
journals/jmlr/Slivkins11,Jean-Yves Audibert
journals/jmlr/Slivkins11,Dávid Pál
journals/jmlr/DoKWW12,Hiroshi Mamitsuka
journals/jmlr/DoKWW12,Fernando Pereira
journals/jmlr/DoKWW12,Evangelos A. Theodorou
journals/jmlr/WangYL07,Deepak Agarwal
journals/jmlr/WangYL07,Daniel J. McDonald
journals/jmlr/WangYL07,Martial Hebert
journals/jmlr/SteinhardtG12,Lucian Busoniu
journals/jmlr/SteinhardtG12,Tom M. Mitchell
journals/jmlr/SteinhardtG12,David B. Dunson
journals/jmlr/KimP10,Joseph Gonzalez 0001
journals/jmlr/KimP10,Douglas Aberdeen
journals/jmlr/KimP10,Gergely Neu
journals/jmlr/TitovKSR10,Nicole Krämer 0002
journals/jmlr/TitovKSR10,Tommi S. Jaakkola
journals/jmlr/TitovKSR10,Hyokun Yun
journals/jmlr/SinnP11,Neale Gibson
journals/jmlr/SinnP11,Fuxin Li
journals/jmlr/SinnP11,Rémi Munos
journals/jmlr/XiangN11,Raphael Fonteneau
journals/jmlr/XiangN11,Shuicheng Yan
journals/jmlr/XiangN11,Michal Valko
journals/jmlr/SuzukiSSK08,Gábor Hullám
journals/jmlr/SuzukiSSK08,Andreas Janecek
journals/jmlr/SuzukiSSK08,Michel Verleysen
journals/jmlr/FerngL11,Tetsuro Morimura
journals/jmlr/FerngL11,Venkatesh Saligrama
journals/jmlr/FerngL11,Lior Wolf
journals/jmlr/ChapelleCL11,Ananth Mohan
journals/jmlr/ChapelleCL11,Andrey Gulin
journals/jmlr/ChapelleCL11,Pierre Geurts
journals/jmlr/ZhangJLY09,Ryan Rifkin
journals/jmlr/ZhangJLY09,Tommaso Rizzo
journals/jmlr/ZhangJLY09,Tom Diethe
journals/jmlr/ErhanCBV10,Robert B. Gramacy
journals/jmlr/ErhanCBV10,Xinghua Shi
journals/jmlr/ErhanCBV10,Frédéric Bastien
journals/jmlr/Busa-FeketeK09,Guangqin Ma
journals/jmlr/Busa-FeketeK09,David Vogel
journals/jmlr/Busa-FeketeK09,Andrew Lonie
journals/jmlr/BianXT12,Shipeng Yu
journals/jmlr/BianXT12,Changhe Yuan
journals/jmlr/BianXT12,Paul Kidwell
journals/jmlr/ManiAS10,Kun Zhang 0001
journals/jmlr/ManiAS10,David Duvenaud
journals/jmlr/ManiAS10,Changzhang Wang
journals/jmlr/HardoonSAPK07,Damien Ernst
journals/jmlr/HardoonSAPK07,Csaba Szepesvári
journals/jmlr/HardoonSAPK07,Fabio Corradi
journals/jmlr/LarochelleM11,Avleen Singh Bijral
journals/jmlr/LarochelleM11,Vince D. Calhoun
journals/jmlr/LarochelleM11,Kevin M. Peterson
journals/jmlr/Becerra-BonacheFHPS12,Mans Hulden
journals/jmlr/Becerra-BonacheFHPS12,Keisuke Otaki
journals/jmlr/Becerra-BonacheFHPS12,Gaëlle Garet
journals/jmlr/ZhangJ09,Hannes P. Saal
journals/jmlr/ZhangJ09,Eran Tromer
journals/jmlr/ZhangJ09,Chun-Nam Yu
journals/jmlr/OuZ12,Philippe Preux
journals/jmlr/OuZ12,Adam Coates 0002
journals/jmlr/OuZ12,Dale Schuurmans
journals/jmlr/Gerchinovitz11,Shai Ben-David
journals/jmlr/Gerchinovitz11,Parikshit Gopalan
journals/jmlr/Gerchinovitz11,Shengjun Pan
journals/jmlr/SlavkovZD10,Zerrin Isik
journals/jmlr/SlavkovZD10,Blaz Zupan
journals/jmlr/SlavkovZD10,Andreas Bender 0002
journals/jmlr/NingK10,Mario Milone
journals/jmlr/NingK10,David A. Castañón
journals/jmlr/NingK10,Alessandro Lazaric
journals/jmlr/BalcanBFM12,Jane de Winter
journals/jmlr/BalcanBFM12,Laëtitia Comminges
journals/jmlr/BalcanBFM12,Philip M. Long
journals/jmlr/FromontLLR12,Joseph Salmon
journals/jmlr/FromontLLR12,Michael J. Kearns
journals/jmlr/FromontLLR12,Peter L. Bartlett
journals/jmlr/PoczosS12,Michalis K. Titsias
journals/jmlr/PoczosS12,Yang Zhou 0033
journals/jmlr/PoczosS12,Jochen Garcke
journals/jmlr/RudinSD12,Ingo Steinwart
journals/jmlr/RudinSD12,Munther A. Dahleh
journals/jmlr/RudinSD12,Daniel Vainsencher
journals/jmlr/KondorHJ07,Scott Sanner
journals/jmlr/KondorHJ07,David A. Castañón
journals/jmlr/KondorHJ07,Sajid M. Siddiqi
journals/jmlr/BrownT08,You Zhou 0001
journals/jmlr/BrownT08,Isabelle Guyon
journals/jmlr/BrownT08,Yin-Wen Chang
journals/jmlr/CommingesD11,Alexander Rakhlin
journals/jmlr/CommingesD11,Sébastien Bubeck
journals/jmlr/CommingesD11,Magalie Fromont
journals/jmlr/SutskeverT10,Guillaume Bouchard
journals/jmlr/SutskeverT10,Bert Kappen
journals/jmlr/SutskeverT10,Sivaraman Balakrishnan
journals/jmlr/SiddiqiBG10,Razvan Pascanu
journals/jmlr/SiddiqiBG10,Venkatesh Saligrama
journals/jmlr/SiddiqiBG10,Roman Garnett
journals/jmlr/TranPV12,Yasuo Tabei
journals/jmlr/TranPV12,Sainbayar Sukhbaatar
journals/jmlr/TranPV12,Jing He
journals/jmlr/RaikoVL12,Ralf Herbrich
journals/jmlr/RaikoVL12,Jean-Yves Audibert
journals/jmlr/RaikoVL12,Ofer Dekel
journals/jmlr/UrnerBS12,Arthur U. Asuncion
journals/jmlr/UrnerBS12,Piyush Rai
journals/jmlr/UrnerBS12,Mukund Narasimhan
journals/jmlr/GuoD10,Choon Hui Teo
journals/jmlr/GuoD10,Rongjing Xiang
journals/jmlr/GuoD10,Ning Situ
journals/jmlr/HonorioSRC12,Tom Heskes
journals/jmlr/HonorioSRC12,Masashi Sugiyama
journals/jmlr/HonorioSRC12,Ping Wang 0012
journals/jmlr/ZhouPMT12,Martin Erwig
journals/jmlr/ZhouPMT12,Xia Ning
journals/jmlr/ZhouPMT12,Sandhya Prabhakaran
journals/jmlr/HancockM10,Joris M. Mooij
journals/jmlr/HancockM10,Patrick Pletscher
journals/jmlr/HancockM10,Andreas Stuhlmüller
journals/jmlr/HsuKZ12,John C. Duchi
journals/jmlr/HsuKZ12,Li-Yang Tan
journals/jmlr/HsuKZ12,Esther Ezra
journals/jmlr/HuangJ11,Alona Fyshe
journals/jmlr/HuangJ11,Adam Craig Pocock
journals/jmlr/HuangJ11,Azadeh Khaleghi
journals/jmlr/ZhangS11a,Frederik Eaton
journals/jmlr/ZhangS11a,Jeff A. Bilmes
journals/jmlr/ZhangS11a,Yair Weiss
journals/jmlr/Winn12,Wu-Jun Li
journals/jmlr/Winn12,Andrew J. Connolly
journals/jmlr/Winn12,Jonas Buchli
journals/jmlr/BalakrishnanS12,Luca Baldassarre
journals/jmlr/BalakrishnanS12,James R. Foulds
journals/jmlr/BalakrishnanS12,Ameet Talwalkar
journals/jmlr/ParviainenK10,Silvia Pandolfi
journals/jmlr/ParviainenK10,Christopher Hart
journals/jmlr/ParviainenK10,Moritz Grosse-Wentrup
journals/jmlr/LeordeanuS12,Hanna M. Wallach
journals/jmlr/LeordeanuS12,Silvio Savarese
journals/jmlr/LeordeanuS12,Manfred Opper
journals/jmlr/MladenovAK12,Tommi S. Jaakkola
journals/jmlr/MladenovAK12,François Laviolette
journals/jmlr/MladenovAK12,Tim van Erven
journals/jmlr/GogateD10,Bo Dai
journals/jmlr/GogateD10,Alessandro Verri
journals/jmlr/GogateD10,Frederik Eaton
journals/jmlr/KiritchenkoJ08,Sanasam Ranbir Singh
journals/jmlr/KiritchenkoJ08,Irina Borisova
journals/jmlr/KiritchenkoJ08,Iñaki Inza
journals/jmlr/Feldman11,Alexander Tsiatas
journals/jmlr/Feldman11,Umar Syed
journals/jmlr/Feldman11,Rosie Jones
journals/jmlr/SocherMM11,Liefeng Bo
journals/jmlr/SocherMM11,Nebojsa Jojic
journals/jmlr/SocherMM11,Yuanqing Lin
journals/jmlr/WangLGR07,Hannes P. Saal
journals/jmlr/WangLGR07,Roi Livni
journals/jmlr/WangLGR07,Rui M. Castro
journals/jmlr/Busa-FeketeKES11,Christopher J. C. Burges
journals/jmlr/Busa-FeketeKES11,Pierre Geurts
journals/jmlr/Busa-FeketeKES11,Olivier Chapelle
journals/jmlr/JojicSK11,Mladen Kolar
journals/jmlr/JojicSK11,Bo Chen
journals/jmlr/JojicSK11,Zhenhui Li
journals/jmlr/KongTK12,Patrick Doetsch
journals/jmlr/KongTK12,Lucas Drumond
journals/jmlr/KongTK12,Stephen Lane
journals/jmlr/0002J11,José L. Balcázar
journals/jmlr/0002J11,Simon Price
journals/jmlr/0002J11,Manuel Baena-García
journals/jmlr/SmithWP12,Yang Zhang
journals/jmlr/SmithWP12,Yan Yan
journals/jmlr/SmithWP12,David J. Kriegman
journals/jmlr/SilvaG09a,Philippe Preux
journals/jmlr/SilvaG09a,Ji Won Yoon
journals/jmlr/SilvaG09a,Guillaume Stempfel
journals/jmlr/SahaRDV11,Fernando Pereira
journals/jmlr/SahaRDV11,Kai Zhang 0001
journals/jmlr/SahaRDV11,Alexandros Kalousis
journals/jmlr/FonteneauMWE10,Slobodan Vucetic
journals/jmlr/FonteneauMWE10,Sergey Kirshner
journals/jmlr/FonteneauMWE10,Yung-Kyun Noh
journals/jmlr/UlkerGC10,Michael I. Jordan
journals/jmlr/UlkerGC10,Sündüz Keles
journals/jmlr/UlkerGC10,Francesco Orabona
journals/jmlr/MarlinSCF10,Michel Dojat
journals/jmlr/MarlinSCF10,Wu-Jun Li
journals/jmlr/MarlinSCF10,Mikel Luján
journals/jmlr/Maaten09,Jaakko Peltonen
journals/jmlr/Maaten09,Thomas L. Griffiths 0001
journals/jmlr/Maaten09,Pekka Parviainen
journals/jmlr/OsborneGRHAG12,Joachim Giesen
journals/jmlr/OsborneGRHAG12,Rong Jin 0001
journals/jmlr/OsborneGRHAG12,Guillaume Obozinski
journals/jmlr/Grunwald12,Avrim Blum
journals/jmlr/Grunwald12,Sébastien Bubeck
journals/jmlr/Grunwald12,Shengjun Pan
journals/jmlr/FujimakiM12,Yutian Chen
journals/jmlr/FujimakiM12,Stéphane Ross
journals/jmlr/FujimakiM12,Chong Wang 0002
journals/jmlr/GiesenJL12,Nicolas Boulanger-Lewandowski
journals/jmlr/GiesenJL12,Hyekyoung Lee
journals/jmlr/GiesenJL12,Alekh Agarwal
journals/jmlr/HajimirsadeghiAAAM10,Shizhong Liao
journals/jmlr/HajimirsadeghiAAAM10,Hayaru Shouno
journals/jmlr/HajimirsadeghiAAAM10,Khoat Than
journals/jmlr/DaumePSV12,Deepak Agarwal
journals/jmlr/DaumePSV12,Fei Sha
journals/jmlr/DaumePSV12,David Kempe 0001
journals/jmlr/AhmedX07,Sebastian Nowozin
journals/jmlr/AhmedX07,Alexandros Kalousis
journals/jmlr/AhmedX07,Dafna Shahaf
journals/jmlr/McMahanG07,Yu Zhang 0006
journals/jmlr/McMahanG07,Faisal Farooq
journals/jmlr/McMahanG07,Silvio Savarese
journals/jmlr/AudibertBL11,David P. Helmbold
journals/jmlr/AudibertBL11,Dean P. Foster
journals/jmlr/AudibertBL11,Jayadev Acharya
journals/jmlr/AberdeenBT07,Gerald Matz
journals/jmlr/AberdeenBT07,Daphne Koller
journals/jmlr/AberdeenBT07,Christos Dimitrakakis
journals/jmlr/XieSZ10,Michael Demel
journals/jmlr/XieSZ10,Matthias Ohrnberger
journals/jmlr/XieSZ10,Michel Verleysen
journals/jmlr/SarkkaH12,Morteza Alamgir
journals/jmlr/SarkkaH12,Hyun-Chul Kim
journals/jmlr/SarkkaH12,Minmin Chen
journals/jmlr/SarkarSG07,Francesca Incardona
journals/jmlr/SarkarSG07,Aapo Hyvärinen
journals/jmlr/SarkarSG07,Aurélien Garivier
journals/jmlr/Michael11,Peter D. Grünwald
journals/jmlr/Michael11,Pravesh Kothari
journals/jmlr/Michael11,Adam R. Klivans
journals/jmlr/GuyonLBDV09,Ken-Yi Lin
journals/jmlr/GuyonLBDV09,Andreas Töscher
journals/jmlr/GuyonLBDV09,Angus MacLellan
journals/jmlr/OhannessianD12,Shai Ben-David
journals/jmlr/OhannessianD12,Yasin Abbasi-Yadkori
journals/jmlr/OhannessianD12,Xin Tong
journals/jmlr/SabatoST10,Gert R. G. Lanckriet
journals/jmlr/SabatoST10,Hiroshi Mamitsuka
journals/jmlr/SabatoST10,Franz J. Király
journals/jmlr/GuG12,Mohammad NasrEsfahani
journals/jmlr/GuG12,Taisuke Sato
journals/jmlr/GuG12,Hans W. Guesgen
journals/jmlr/TitsiasL10,Kristiaan Pelckmans
journals/jmlr/TitsiasL10,Trinh Minh Tri Do
journals/jmlr/TitsiasL10,Ichiro Takeuchi
journals/jmlr/ChinS12,Mario Frank 0001
journals/jmlr/ChinS12,Hisashi Kashima
journals/jmlr/ChinS12,James Bergstra
journals/jmlr/Pena07,Qirong Ho
journals/jmlr/Pena07,Ping Li 0001
journals/jmlr/Pena07,Eric P. Xing
journals/jmlr/DietheBST11,Gilles Blanchard
journals/jmlr/DietheBST11,Manuel Baena-García
journals/jmlr/DietheBST11,Dunja Mladenic
journals/jmlr/LovellJGZ11,Zhuang Wang
journals/jmlr/LovellJGZ11,Gideon Dror
journals/jmlr/LovellJGZ11,C.-H. Ho
journals/jmlr/MaoJ12,Zhiyong Liu 0001
journals/jmlr/MaoJ12,Yoav Haimovitch
journals/jmlr/MaoJ12,Mirwaes Wahabzada
journals/jmlr/CrammerMP09,Shai Shalev-Shwartz
journals/jmlr/CrammerMP09,Gowtham Bellala
journals/jmlr/CrammerMP09,Romain Thibaux
journals/jmlr/KadriDPCD10,Jake VanderPlas
journals/jmlr/KadriDPCD10,Cosma Rohilla Shalizi
journals/jmlr/KadriDPCD10,Martin Zinkevich
journals/jmlr/Ben-DavidLLP10,Marina Meila
journals/jmlr/Ben-DavidLLP10,Liam Paninski
journals/jmlr/Ben-DavidLLP10,Tibério S. Caetano
journals/jmlr/WangYZZ09,Elizabeth S. Burnside
journals/jmlr/WangYZZ09,Amos J. Storkey
journals/jmlr/WangYZZ09,Maurizio Zazzi
journals/jmlr/BardenetCFK12,Carter T. Butts
journals/jmlr/BardenetCFK12,Hui Guo
journals/jmlr/BardenetCFK12,Yuan Yao
journals/jmlr/Carmona-CejudoBBGB11,Ricard Gavaldà
journals/jmlr/Carmona-CejudoBBGB11,Giovanni Maria Farinella
journals/jmlr/Carmona-CejudoBBGB11,Marta E. Zorrilla
journals/jmlr/Elidan12,Min Sun
journals/jmlr/Elidan12,Ofer Dekel
journals/jmlr/Elidan12,Tapani Raiko
journals/jmlr/RossB10,Peter V. Gehler
journals/jmlr/RossB10,Hyekyoung Lee
journals/jmlr/RossB10,Nimalan Mahendran
journals/jmlr/McKenzieFCLTWCLLYLWNSKTCCCCWWLLL12,Shiming Xiang
journals/jmlr/McKenzieFCLTWCLLYLWNSKTCCCCWWLLL12,Balázs Kégl
journals/jmlr/McKenzieFCLTWCLLYLWNSKTCCCCWWLLL12,Liang Tian
journals/jmlr/AgarwalDKLS12,Lucian Busoniu
journals/jmlr/AgarwalDKLS12,Balázs Kégl
journals/jmlr/AgarwalDKLS12,Olivier Buffet
journals/jmlr/RaykarDK07,Guang Dai
journals/jmlr/RaykarDK07,Petri Kontkanen
journals/jmlr/RaykarDK07,Stuart Russell 0001
journals/jmlr/ErvenRW11,Nakul Verma
journals/jmlr/ErvenRW11,Dmitry Pechyony
journals/jmlr/ErvenRW11,Matthieu Lerasle
journals/jmlr/GorurBW12,Inderjit S. Dhillon
journals/jmlr/GorurBW12,Anton Chechetka
journals/jmlr/GorurBW12,Serge J. Belongie
journals/jmlr/LiuXY12,Fuxin Li
journals/jmlr/LiuXY12,Paul Sajda
journals/jmlr/LiuXY12,Ricardo Bezerra de Andrade e Silva
journals/jmlr/ZhangGH10,Susan A. Murphy
journals/jmlr/ZhangGH10,Alekh Agarwal
journals/jmlr/ZhangGH10,Hamed Valizadegan
journals/jmlr/Esseghir10,Mikhail Jiline
journals/jmlr/Esseghir10,Andreas Janecek
journals/jmlr/Esseghir10,Takafumi Kanamori
journals/jmlr/LozanoSA11,Michael P. Friedlander
journals/jmlr/LozanoSA11,David Wingate
journals/jmlr/LozanoSA11,Jim C. Huang
journals/jmlr/BattiatoFGPAC10,Mark D. Plumbley
journals/jmlr/BattiatoFGPAC10,Sándor Szedmák
journals/jmlr/BattiatoFGPAC10,Tristan Fletcher
journals/jmlr/KropotovVWH10,Francesco Dinuzzo
journals/jmlr/KropotovVWH10,Hans W. Guesgen
journals/jmlr/KropotovVWH10,Hiroki Nakayama
journals/jmlr/SteckJ07,Guillermo Sapiro
journals/jmlr/SteckJ07,Jingyuan Lv
journals/jmlr/SteckJ07,Erik Zawadzki
journals/jmlr/TomanekM11,Gideon Dror
journals/jmlr/TomanekM11,Steve R. Gunn
journals/jmlr/TomanekM11,Yukun Chen
journals/jmlr/BlanchardK10,Changshui Zhang
journals/jmlr/BlanchardK10,Ewout van den Berg
journals/jmlr/BlanchardK10,Kevin Robert Canini
journals/jmlr/RozzaLRC10,Xinbo Gao 0001
journals/jmlr/RozzaLRC10,Dan Stowell
journals/jmlr/RozzaLRC10,Jussi Kujala
journals/jmlr/IhlerM09,Joris M. Mooij
journals/jmlr/IhlerM09,Jeff G. Schneider
journals/jmlr/IhlerM09,Vincent Q. Vu
journals/jmlr/RogersG07,Tobias Jung 0001
journals/jmlr/RogersG07,Aki Vehtari
journals/jmlr/RogersG07,Jarno Vanhatalo
journals/jmlr/FosterR12,Ninghui Li
journals/jmlr/FosterR12,Gérard G. Medioni
journals/jmlr/FosterR12,Abdel-rahman Mohamed
journals/jmlr/RanzatoKH10,Han Liu
journals/jmlr/RanzatoKH10,John W. Paisley
journals/jmlr/RanzatoKH10,David B. Dunson
journals/jmlr/Lacoste-JulienHG11,Branislav Kveton
journals/jmlr/Lacoste-JulienHG11,Xiaojin Zhu 0001
journals/jmlr/Lacoste-JulienHG11,Chong Wang 0002
journals/jmlr/DaiH10,Qi Mao
journals/jmlr/DaiH10,Junsong Yuan
journals/jmlr/DaiH10,Mingmin Chi
journals/jmlr/WangS09,Martin Jaggi
journals/jmlr/WangS09,Paul A. Viola
journals/jmlr/WangS09,Antoine Bordes
journals/jmlr/OkitaGW10,Ricard Gavaldà
journals/jmlr/OkitaGW10,Vassilios Stathopoulos 0002
journals/jmlr/OkitaGW10,Dunja Mladenic
journals/jmlr/SchieggNK12,Branislav Kveton
journals/jmlr/SchieggNK12,Daisuke Okanohara
journals/jmlr/SchieggNK12,Jim C. Huang
journals/jmlr/ShivaswamyJ12,Pavel Laskov
journals/jmlr/ShivaswamyJ12,Ankur P. Parikh
journals/jmlr/ShivaswamyJ12,Claudio Gentile
journals/jmlr/SnelsonG07,Timothée Cour
journals/jmlr/SnelsonG07,Dávid Pál
