article:ID,author:string[],crossref:string,editor:string[],ee:string[],journal:string,key:string,number:string,pages:string,title:string,volume:string,year:int,doi,volume_key,corresponding_author,keywords
28724,Carol B. Fowler|David L. Evers|Jeffrey T. Mason|Rebecca K. Mimnall,Sci. Eng. Ethics20154,,https://doi.org/10.1007/s11948-014-9579-z|https://www.wikidata.org/entity/Q38242596,Sci. Eng. Ethics,journals/see/EversFMM15,4,1049-1064,Deliberate Microbial Infection Research Reveals Limitations to Current Safety Protections of Healthy Human Subjects.,21,2015,https://doi.org/10.1007/s11948-014-9579-z|https://www.wikidata.org/entity/Q38242596,Sci. Eng. Ethics20154,Carol B. Fowler,protections|deliberate|healthy|human|subjects|current|reveals|research|safety|limitations|infection|microbial
28725,Albert P. C. Chan|Emmanuel Kingsford Owusu|Erika Pärn|Ming Shan,Sci. Eng. Ethics20201,,https://doi.org/10.1007/s11948-019-00083-6|https://www.wikidata.org/entity/Q92346366,Sci. Eng. Ethics,journals/see/OwusuCSP20,1,325-349,An Empirical Study on Construction Process Corruption Susceptibility: A Vignette of International Expertise.,26,2020,https://doi.org/10.1007/s11948-019-00083-6|https://www.wikidata.org/entity/Q92346366,Sci. Eng. Ethics20201,Albert P. C. Chan,international|expertise|susceptibility|construction|vignette|corruption|process|study|empirical
28726,Robert E. McGinn,Sci. Eng. Ethics20225,,https://doi.org/10.1007/s11948-022-00393-2,Sci. Eng. Ethics,journals/see/McGinn22,5,39,Startup Ethics: Ethically Responsible Conduct of Scientists and Engineers at Theranos.,28,2022,https://doi.org/10.1007/s11948-022-00393-2,Sci. Eng. Ethics20225,Robert E. McGinn,scientists|startup|ethics|conduct|engineers|responsible|theranos|ethically
28727,Raphael Cohen-Almagor,Sci. Eng. Ethics20151,,https://doi.org/10.1007/s11948-014-9538-8|https://www.wikidata.org/entity/Q38200544,Sci. Eng. Ethics,journals/see/Cohen-Almagor15,1,159-181,Press Self-Regulation in Britain: A Critique.,21,2015,https://doi.org/10.1007/s11948-014-9538-8|https://www.wikidata.org/entity/Q38200544,Sci. Eng. Ethics20151,Raphael Cohen-Almagor,critique|selfregulation|britain|press
28728,Byron Newberry|Greta Gorsuch|Katherine A. Austin|Thomas Darwin|William D. Lawson,Sci. Eng. Ethics20111,,https://doi.org/10.1007/s11948-009-9178-6|https://www.wikidata.org/entity/Q47438541,Sci. Eng. Ethics,journals/see/NewberryALGD11,1,171-194,Acclimating International Graduate Students to Professional Engineering Ethics.,17,2011,https://doi.org/10.1007/s11948-009-9178-6|https://www.wikidata.org/entity/Q47438541,Sci. Eng. Ethics20111,Byron Newberry,acclimating|engineering|ethics|professional|students|international|graduate
28729,Filippo Santoni de Sio,Sci. Eng. Ethics20215,,https://doi.org/10.1007/s11948-021-00337-2,Sci. Eng. Ethics,journals/see/Sio21a,5,58,"Correction to: Mark Coeckelbergh, AI Ethics, Mit Press, 2021.",27,2021,https://doi.org/10.1007/s11948-021-00337-2,Sci. Eng. Ethics20215,Filippo Santoni de Sio,ai|correction|ethics|2021|coeckelbergh|press|mit|mark
28730,Andreea Peca|Bram Vanderborght|Cristina Pop 0002|Daniel O. David|Mark Coeckelbergh|Ramona Simut|Sebastian Pintea,Sci. Eng. Ethics20161,,https://doi.org/10.1007/s11948-015-9649-x|https://www.wikidata.org/entity/Q50312205,Sci. Eng. Ethics,journals/see/CoeckelberghPSP16,1,47-65,"A Survey of Expectations About the Role of Robots in Robot-Assisted Therapy for Children with ASD: Ethical Acceptability, Trust, Sociability, Appearance, and Attachment.",22,2016,https://doi.org/10.1007/s11948-015-9649-x|https://www.wikidata.org/entity/Q50312205,Sci. Eng. Ethics20161,Andreea Peca,attachment|trust|survey|ethical|robotassisted|children|role|expectations|appearance|acceptability|sociability|therapy|robots|asd
28731,Conrad Heilmann,Sci. Eng. Ethics20175,,https://doi.org/10.1007/s11948-017-9950-y|https://www.wikidata.org/entity/Q42374920,Sci. Eng. Ethics,journals/see/Heilmann17,5,1333-1349,Values in Time Discounting.,23,2017,https://doi.org/10.1007/s11948-017-9950-y|https://www.wikidata.org/entity/Q42374920,Sci. Eng. Ethics20175,Conrad Heilmann,discounting|values|time
28732,Frances S. Grodzinsky|Keith W. Miller 0001|Marty J. Wolf,Sci. Eng. Ethics20172,,https://doi.org/10.1007/s11948-016-9785-y|https://www.wikidata.org/entity/Q30387365,Sci. Eng. Ethics,journals/see/MillerWG17,2,389-401,"This ""Ethical Trap"" Is for Roboticists, Not Robots: On the Issue of Artificial Agent Ethical Decision-Making.",23,2017,https://doi.org/10.1007/s11948-016-9785-y|https://www.wikidata.org/entity/Q30387365,Sci. Eng. Ethics20172,Frances S. Grodzinsky,trap|decisionmaking|roboticists|ethical|agent|issue|robots|artificial
28733,Cary Moskovitz,Sci. Eng. Ethics20193,,https://doi.org/10.1007/s11948-017-0008-y|https://www.wikidata.org/entity/Q52353416,Sci. Eng. Ethics,journals/see/Moskovitz19,3,813-851,Text Recycling in Scientific Writing.,25,2019,https://doi.org/10.1007/s11948-017-0008-y|https://www.wikidata.org/entity/Q52353416,Sci. Eng. Ethics20193,Cary Moskovitz,recycling|scientific|writing|text
28734,A. Lauren Crain|Brian C. Martinson|Carol R. Thrush,Sci. Eng. Ethics20133,,https://doi.org/10.1007/s11948-012-9409-0|https://www.wikidata.org/entity/Q36674913,Sci. Eng. Ethics,journals/see/CrainMT13,3,835-850,Relationships Between the Survey of Organizational Research Climate (SORC) and Self-Reported Research Practices.,19,2013,https://doi.org/10.1007/s11948-012-9409-0|https://www.wikidata.org/entity/Q36674913,Sci. Eng. Ethics20133,A. Lauren Crain,selfreported|climate|sorc|survey|practices|research|organizational|relationships
28735,Bailey C. Davis|Courtney E. Williams|George C. Banks|Lisa M. Rasmussen|Mary M. Hausfeld,Sci. Eng. Ethics20206,,https://doi.org/10.1007/s11948-020-00273-7|https://www.wikidata.org/entity/Q102202131,Sci. Eng. Ethics,journals/see/RasmussenWHBD20,6,3393-3413,Authorship Policies at U.S. Doctoral Universities: A Review and Recommendations for Future Policies.,26,2020,https://doi.org/10.1007/s11948-020-00273-7|https://www.wikidata.org/entity/Q102202131,Sci. Eng. Ethics20206,Bailey C. Davis,authorship|review|universities|policies|us|future|doctoral|recommendations
28736,René von Schomberg,Sci. Eng. Ethics20114,,https://doi.org/10.1007/s11948-011-9305-z|https://www.wikidata.org/entity/Q39713063,Sci. Eng. Ethics,journals/see/Schomberg11,4,739-742,"On Identifying Plausibility and Deliberative Public Policy - Commentary on: ""Negotiating Plausibility: Intervening in the Future of Nanotechnology"".",17,2011,https://doi.org/10.1007/s11948-011-9305-z|https://www.wikidata.org/entity/Q39713063,Sci. Eng. Ethics20114,René von Schomberg,plausibility|intervening|deliberative|identifying|future|negotiating|nanotechnology|commentary|public|policy
28737,Alexander Mertens|Christopher Brandl|Frank Ole Flemisch|Jochen Nelles|Katharina Schäfer|Martin Frenz|Matthias Wille|Peter Rasche|Verena Nitsch,Sci. Eng. Ethics20202,,https://doi.org/10.1007/s11948-019-00114-2|https://www.wikidata.org/entity/Q92736453,Sci. Eng. Ethics,journals/see/BrandlWNRSFFNM20,2,667-689,AMICAI: A Method Based on Risk Analysis to Integrate Responsible Research and Innovation into the Work of Research and Innovation Practitioners.,26,2020,https://doi.org/10.1007/s11948-019-00114-2|https://www.wikidata.org/entity/Q92736453,Sci. Eng. Ethics20202,Alexander Mertens,work|method|amicai|risk|based|practitioners|integrate|research|innovation|responsible|analysis
28738,Jessica Li|Shengli Fu,Sci. Eng. Ethics20122,,https://doi.org/10.1007/s11948-010-9249-8|https://www.wikidata.org/entity/Q48747772,Sci. Eng. Ethics,journals/see/LiF12,2,339-349,A Systematic Approach to Engineering Ethics Education.,18,2012,https://doi.org/10.1007/s11948-010-9249-8|https://www.wikidata.org/entity/Q48747772,Sci. Eng. Ethics20122,Jessica Li,systematic|engineering|ethics|approach|education
28739,Katherine A. McComas,Sci. Eng. Ethics20124,,https://doi.org/10.1007/s11948-011-9264-4|https://www.wikidata.org/entity/Q34025787,Sci. Eng. Ethics,journals/see/McComas12,4,699-717,Researcher Views About Funding Sources and Conflicts of Interest in Nanotechnology.,18,2012,https://doi.org/10.1007/s11948-011-9264-4|https://www.wikidata.org/entity/Q34025787,Sci. Eng. Ethics20124,Katherine A. McComas,sources|interest|researcher|funding|nanotechnology|views|conflicts
28740,Ralph J. Greenspan,Sci. Eng. Ethics20123,,https://doi.org/10.1007/s11948-012-9379-2|https://www.wikidata.org/entity/Q46268833,Sci. Eng. Ethics,journals/see/Greenspan12,3,447-452,Biological Indeterminacy.,18,2012,https://doi.org/10.1007/s11948-012-9379-2|https://www.wikidata.org/entity/Q46268833,Sci. Eng. Ethics20123,Ralph J. Greenspan,indeterminacy|biological
28741,Anders Braarud Hanssen|Ellen-Marie Forsberg|Hanne Marie Nielsen|Ingrid Olesen,Sci. Eng. Ethics20185,,https://doi.org/10.1007/s11948-017-9956-5|https://www.wikidata.org/entity/Q48233164,Sci. Eng. Ethics,journals/see/ForsbergHNO18,5,1551-1576,Patent Ethics: The Misalignment of Views Between the Patent System and the Wider Society.,24,2018,https://doi.org/10.1007/s11948-017-9956-5|https://www.wikidata.org/entity/Q48233164,Sci. Eng. Ethics20185,Anders Braarud Hanssen,misalignment|ethics|society|views|patent|wider|system
28742,Philippe A. Tanguy|Thierry C. Pauchant|Yoann Guntzburger,Sci. Eng. Ethics20193,,https://doi.org/10.1007/s11948-018-0044-2|https://www.wikidata.org/entity/Q58657909,Sci. Eng. Ethics,journals/see/GuntzburgerPT19,3,911-937,Empowering Engineering Students in Ethical Risk Management: An Experimental Study.,25,2019,https://doi.org/10.1007/s11948-018-0044-2|https://www.wikidata.org/entity/Q58657909,Sci. Eng. Ethics20193,Philippe A. Tanguy,engineering|risk|ethical|experimental|students|study|empowering|management
28743,Gianmarco Baldini|Maarten Botterman|Mariachiara Tallacchini|Ricardo Neisse,Sci. Eng. Ethics20183,,https://doi.org/10.1007/s11948-016-9754-5|https://www.wikidata.org/entity/Q40075407,Sci. Eng. Ethics,journals/see/BaldiniBNT18,3,905-925,Ethical Design in the Internet of Things.,24,2018,https://doi.org/10.1007/s11948-016-9754-5|https://www.wikidata.org/entity/Q40075407,Sci. Eng. Ethics20183,Gianmarco Baldini,design|ethical|things|internet
28744,Jukka Varelius,Sci. Eng. Ethics20154,,https://doi.org/10.1007/s11948-014-9574-4|https://www.wikidata.org/entity/Q48071530,Sci. Eng. Ethics,journals/see/Varelius15,4,895-906,Is the Non-rivalrousness of Intellectual Objects a Problem for the Moral Justification of Economic Rights to Intellectual Property?,21,2015,https://doi.org/10.1007/s11948-014-9574-4|https://www.wikidata.org/entity/Q48071530,Sci. Eng. Ethics20154,Jukka Varelius,problem|objects|nonrivalrousness|justification|intellectual|moral|rights|property|economic
28745,Bernice Elger|Fabrice Jotterand|Marcello Ienca|Reto W. Kressig|Tenzin Wangmo,Sci. Eng. Ethics20184,,https://doi.org/10.1007/s11948-017-9976-1|https://www.wikidata.org/entity/Q47550868,Sci. Eng. Ethics,journals/see/IencaWJKE18,4,1035-1055,Ethical Design of Intelligent Assistive Technologies for Dementia: A Descriptive Review.,24,2018,https://doi.org/10.1007/s11948-017-9976-1|https://www.wikidata.org/entity/Q47550868,Sci. Eng. Ethics20184,Bernice Elger,descriptive|review|ethical|intelligent|dementia|design|assistive|technologies
28746,Arif Sari,Sci. Eng. Ethics20176,,https://doi.org/10.1007/s11948-016-9848-0|https://www.wikidata.org/entity/Q39044152,Sci. Eng. Ethics,journals/see/Sari17,6,1673-1688,E-Government Attempts in Small Island Developing States: The Rate of Corruption with Virtualization.,23,2017,https://doi.org/10.1007/s11948-016-9848-0|https://www.wikidata.org/entity/Q39044152,Sci. Eng. Ethics20176,Arif Sari,island|egovernment|states|small|developing|attempts|rate|corruption|virtualization
28747,Simona Hasková,Sci. Eng. Ethics20172,,https://doi.org/10.1007/s11948-016-9790-1|https://www.wikidata.org/entity/Q58658554,Sci. Eng. Ethics,journals/see/Haskova17,2,509-519,Holistic Assessment and Ethical Disputation on a New Trend in Solid Biofuels.,23,2017,https://doi.org/10.1007/s11948-016-9790-1|https://www.wikidata.org/entity/Q58658554,Sci. Eng. Ethics20172,Simona Hasková,assessment|biofuels|new|ethical|disputation|solid|trend|holistic
28748,Yue Liang Zheng,Sci. Eng. Ethics20165,,https://doi.org/10.1007/s11948-015-9693-6|https://www.wikidata.org/entity/Q56765219,Sci. Eng. Ethics,journals/see/Zheng16,5,1277-1284,Some Ethical Concerns About Human Induced Pluripotent Stem Cells.,22,2016,https://doi.org/10.1007/s11948-015-9693-6|https://www.wikidata.org/entity/Q56765219,Sci. Eng. Ethics20165,Yue Liang Zheng,cells|ethical|stem|concerns|induced|human|pluripotent
28749,Anna Marousková|Marek Vochozka|Vojtech Stehel,Sci. Eng. Ethics20184,,https://doi.org/10.1007/s11948-017-9925-z|https://www.wikidata.org/entity/Q40477254,Sci. Eng. Ethics,journals/see/VochozkaSM18,4,1331-1338,Uncovering a New Moral Dilemma of Economic Optimization in Biotechnological Processing.,24,2018,https://doi.org/10.1007/s11948-017-9925-z|https://www.wikidata.org/entity/Q40477254,Sci. Eng. Ethics20184,Anna Marousková,optimization|biotechnological|new|dilemma|moral|uncovering|processing|economic
28750,Hugh P. Shanahan|Louise Bezuidenhout|Robert Quick,Sci. Eng. Ethics20204,,https://doi.org/10.1007/s11948-020-00197-2|https://www.wikidata.org/entity/Q89749635,Sci. Eng. Ethics,journals/see/BezuidenhoutQS20,4,2189-2213,"""Ethics When You Least Expect It"": A Modular Approach to Short Course Data Ethics Instruction.",26,2020,https://doi.org/10.1007/s11948-020-00197-2|https://www.wikidata.org/entity/Q89749635,Sci. Eng. Ethics20204,Hugh P. Shanahan,ethics|short|approach|instruction|data|least|course|expect|modular
28751,Sven Nyholm,Sci. Eng. Ethics20184,,https://doi.org/10.1007/s11948-017-9943-x|https://www.wikidata.org/entity/Q48104935,Sci. Eng. Ethics,journals/see/Nyholm18,4,1201-1219,Attributing Agency to Automated Systems: Reflections on Human-Robot Collaborations and Responsibility-Loci.,24,2018,https://doi.org/10.1007/s11948-017-9943-x|https://www.wikidata.org/entity/Q48104935,Sci. Eng. Ethics20184,Sven Nyholm,agency|responsibilityloci|attributing|systems|automated|humanrobot|collaborations|reflections
28752,Cary Moskovitz,Sci. Eng. Ethics20193,,https://doi.org/10.1007/s11948-018-0060-2|https://www.wikidata.org/entity/Q89287492,Sci. Eng. Ethics,journals/see/Moskovitz19a,3,853-854,Publisher Correction to: Text Recycling in Scientific Writing.,25,2019,https://doi.org/10.1007/s11948-018-0060-2|https://www.wikidata.org/entity/Q89287492,Sci. Eng. Ethics20193,Cary Moskovitz,writing|correction|recycling|text|scientific|publisher
28753,Charles-Étienne Daniel|Danielle Tapin|Georges-Auguste Legault|Jacques Beauvais|Jean-Pierre Béland|Johane Patenaude|Jonathan Genest|Louise Bernier|Marie-Sol Poirier|Patrick Boissy|Vanessa Chenel,Sci. Eng. Ethics20152,,https://doi.org/10.1007/s11948-014-9543-y|https://www.wikidata.org/entity/Q35147011,Sci. Eng. Ethics,journals/see/PatenaudeLBBBBC15,2,293-315,Framework for the Analysis of Nanotechnologies' Impacts and Ethical Acceptability: Basis of an Interdisciplinary Approach to Assessing Novel Technologies.,21,2015,https://doi.org/10.1007/s11948-014-9543-y|https://www.wikidata.org/entity/Q35147011,Sci. Eng. Ethics20152,Charles-Étienne Daniel,nanotechnologies|ethical|impacts|framework|interdisciplinary|approach|basis|novel|assessing|technologies|analysis|acceptability
28754,Abhilash Kizhakenath|Behnam Taebi|Geerten van de Kaa|Ibo van de Poel|Jafar Rezaei 0001,Sci. Eng. Ethics20201,,https://doi.org/10.1007/s11948-019-00105-3|https://www.wikidata.org/entity/Q92959988,Sci. Eng. Ethics,journals/see/KaaRTPK20,1,475-494,How to Weigh Values in Value Sensitive Design: A Best Worst Method Approach for the Case of Smart Metering.,26,2020,https://doi.org/10.1007/s11948-019-00105-3|https://www.wikidata.org/entity/Q92959988,Sci. Eng. Ethics20201,Abhilash Kizhakenath,method|smart|worst|metering|sensitive|case|approach|design|values|best|weigh|value
28755,Angela Fortunato|Claire Gloeckner|Rosa Lynn Pinkus,Sci. Eng. Ethics20153,,https://doi.org/10.1007/s11948-015-9645-1|https://www.wikidata.org/entity/Q48043386,Sci. Eng. Ethics,journals/see/PinkusGF15,3,767-787,The Role of Professional Knowledge in Case-Based Reasoning in Practical Ethics.,21,2015,https://doi.org/10.1007/s11948-015-9645-1|https://www.wikidata.org/entity/Q48043386,Sci. Eng. Ethics20153,Angela Fortunato,knowledge|casebased|ethics|professional|role|practical|reasoning
28756,Anton Petrenko|Dan McArthur,Sci. Eng. Ethics20103,,https://doi.org/10.1007/s11948-009-9165-y|https://www.wikidata.org/entity/Q37598115,Sci. Eng. Ethics,journals/see/PetrenkoM10,3,591-610,Between Same-Sex Marriages and the Large Hadron Collider : Making Sense of the Precautionary Principle.,16,2010,https://doi.org/10.1007/s11948-009-9165-y|https://www.wikidata.org/entity/Q37598115,Sci. Eng. Ethics20103,Anton Petrenko,samesex|making|collider|sense|hadron|principle|precautionary|large|marriages
28757,Michael W. Kalichman,Sci. Eng. Ethics20112,,https://doi.org/10.1007/s11948-011-9281-3|https://www.wikidata.org/entity/Q36191124,Sci. Eng. Ethics,journals/see/Kalichman11,2,335-339,Overview: Underserved Areas of Education in the Responsible Conduct of Research: Authorship.,17,2011,https://doi.org/10.1007/s11948-011-9281-3|https://www.wikidata.org/entity/Q36191124,Sci. Eng. Ethics20112,Michael W. Kalichman,authorship|areas|responsible|conduct|research|overview|underserved|education
28758,Jason Borenstein|Joseph R. Herkert|Keith W. Miller 0001,Sci. Eng. Ethics20192,,https://doi.org/10.1007/s11948-017-0006-0|https://www.wikidata.org/entity/Q44877041,Sci. Eng. Ethics,journals/see/BorensteinHM19,2,383-398,Self-Driving Cars and Engineering Ethics: The Need for a System Level Analysis.,25,2019,https://doi.org/10.1007/s11948-017-0006-0|https://www.wikidata.org/entity/Q44877041,Sci. Eng. Ethics20192,Jason Borenstein,engineering|cars|ethics|level|selfdriving|need|analysis|system
28759,George R. Hoffmann,Sci. Eng. Ethics20072,,https://doi.org/10.1007/s11948-007-9009-6|https://www.wikidata.org/entity/Q53179540,Sci. Eng. Ethics,journals/see/Hoffmann07,2,135-137,"Letter to the editor on ethics of expertise, informed consent, and hormesis.",13,2007,https://doi.org/10.1007/s11948-007-9009-6|https://www.wikidata.org/entity/Q53179540,Sci. Eng. Ethics20072,George R. Hoffmann,expertise|ethics|informed|consent|letter|hormesis|editor
